timestamp,open,high,low,close,volume
2025-09-02 09:30:00,110322.28,110447.43,110256.94,110391.45,87.46055
2025-09-02 09:45:00,110391.45,110450.56,110301.2,110450.56,144.37032
2025-09-02 10:00:00,110450.56,110477.85,110328.42,110443.94,126.7035
2025-09-02 10:15:00,110443.95,110475.08,110244.0,110244.01,62.81988
2025-09-02 10:30:00,110244.0,110345.51,110185.04,110245.69,137.7152
2025-09-02 10:45:00,110245.69,110272.03,110128.13,110246.0,83.64011
2025-09-02 11:00:00,110246.0,110255.17,110080.0,110080.01,86.16414
2025-09-02 11:15:00,110080.01,110185.35,109874.6,109886.54,655.53494
2025-09-02 11:30:00,109886.54,109986.62,109880.76,109912.29,106.87647
2025-09-02 11:45:00,109912.29,109938.0,109563.87,109733.34,168.97344
2025-09-02 12:00:00,109733.33,109836.34,109372.44,109409.37,249.24439
2025-09-02 12:15:00,109409.37,109531.3,109300.0,109432.11,136.10548
2025-09-02 12:30:00,109432.11,109470.0,108681.49,108762.0,330.9341
2025-09-02 12:45:00,108762.0,108834.63,108393.39,108795.99,581.0432
2025-09-02 13:00:00,108796.0,109283.27,108733.88,109186.17,272.33698
2025-09-02 13:15:00,109186.17,109585.98,109186.17,109365.77,316.12753
2025-09-02 13:30:00,109365.78,110578.79,109038.99,110469.62,1044.45763
2025-09-02 13:45:00,110469.62,111275.93,110389.42,111149.99,848.28656
2025-09-02 14:00:00,111149.99,111500.0,110780.61,111026.99,550.25045
2025-09-02 14:15:00,111027.9,111540.0,110817.1,111483.87,705.24793
2025-09-02 14:30:00,111483.87,111771.52,111364.51,111530.0,452.03345
2025-09-02 14:45:00,111529.99,111617.13,111129.57,111360.01,217.77133
2025-09-02 15:00:00,111360.0,111398.34,110952.0,111395.04,333.96703
2025-09-02 15:15:00,111395.04,111540.3,111048.0,111260.77,269.3903
2025-09-02 15:30:00,111261.28,111278.0,110879.31,110967.46,250.46756
2025-09-02 15:45:00,110967.47,111088.0,110628.85,110829.17,211.22925
2025-09-02 16:00:00,110829.16,111090.25,110817.1,110968.0,150.87161
2025-09-02 16:15:00,110967.99,111119.58,110469.7,110490.6,396.92856
2025-09-02 16:30:00,110490.6,110809.03,110490.59,110578.24,213.87511
2025-09-02 16:45:00,110578.23,110785.85,110506.94,110785.85,167.00504
2025-09-02 17:00:00,110785.85,110934.46,110628.85,110663.78,196.39679
2025-09-02 17:15:00,110663.79,110929.3,110655.1,110866.68,105.09256
2025-09-02 17:30:00,110866.69,111012.0,110688.6,110868.01,334.42238
2025-09-02 17:45:00,110868.01,111050.0,110860.33,110914.0,66.09999
2025-09-02 18:00:00,110914.01,110945.3,110467.42,110536.0,149.01802
2025-09-02 18:15:00,110536.0,110678.17,110388.04,110466.42,118.68614
2025-09-02 18:30:00,110466.42,110586.13,110360.0,110514.81,65.44139
2025-09-02 18:45:00,110514.8,110829.15,110200.0,110646.47,173.53556
2025-09-02 19:00:00,110646.47,110840.0,110522.46,110541.61,156.5572
2025-09-02 19:15:00,110541.61,110669.91,110456.58,110513.51,121.8499
2025-09-02 19:30:00,110513.51,110742.84,110441.42,110670.0,68.36626
2025-09-02 19:45:00,110670.0,110817.58,110569.91,110806.0,101.08386
2025-09-02 20:00:00,110806.01,111196.0,110716.77,111195.99,169.06294
2025-09-02 20:15:00,111196.0,111350.0,111154.42,111252.0,163.09744
2025-09-02 20:30:00,111251.99,111389.99,111096.17,111289.21,163.15431
2025-09-02 20:45:00,111289.21,111419.18,111218.48,111418.49,90.11377
2025-09-02 21:00:00,111418.49,111517.84,111371.48,111517.83,112.67626
2025-09-02 21:15:00,111517.83,111538.17,111254.25,111303.31,96.51911
2025-09-02 21:30:00,111303.31,111480.0,111303.3,111360.85,72.90713
2025-09-02 21:45:00,111360.86,111360.86,111129.57,111129.57,74.15878
2025-09-02 22:00:00,111129.58,111137.8,110870.27,111119.99,177.39524
2025-09-02 22:15:00,111119.99,111173.52,111000.0,111048.0,65.4446
2025-09-02 22:30:00,111047.99,111238.56,110976.56,111185.25,90.03824
2025-09-02 22:45:00,111185.25,111260.0,111152.11,111259.99,41.99284
2025-09-02 23:00:00,111260.0,111271.13,111063.39,111238.0,73.22424
2025-09-02 23:15:00,111237.99,111249.6,111056.03,111078.81,62.79789
2025-09-02 23:30:00,111078.81,111164.83,111017.79,111109.99,49.12449
2025-09-02 23:45:00,111109.98,111240.02,111084.35,111240.01,73.70467
2025-09-03 00:00:00,111240.01,111548.0,111240.01,111530.12,352.22781
2025-09-03 00:15:00,111530.11,111782.21,111460.44,111647.99,338.07275
2025-09-03 00:30:00,111647.99,111678.0,111417.71,111417.72,199.0789
2025-09-03 00:45:00,111417.72,111451.62,111300.0,111339.98,102.82335
2025-09-03 01:00:00,111339.98,111404.77,111142.19,111220.97,117.03358
2025-09-03 01:15:00,111220.98,111240.0,110926.69,110978.5,138.4104
2025-09-03 01:30:00,110978.5,111047.76,110901.99,110929.61,76.26537
2025-09-03 01:45:00,110929.62,111200.0,110901.06,111176.94,123.10728
2025-09-03 02:00:00,111176.93,111411.02,111029.43,111098.31,107.14062
2025-09-03 02:15:00,111098.3,111393.11,111091.86,111374.54,114.01316
2025-09-03 02:30:00,111374.54,111374.54,111195.67,111338.92,98.46837
2025-09-03 02:45:00,111338.93,111484.05,111338.92,111372.0,105.27716
2025-09-03 03:00:00,111372.0,111411.24,111047.56,111078.95,145.04604
2025-09-03 03:15:00,111078.96,111164.2,110976.01,111059.27,71.32832
2025-09-03 03:30:00,111059.27,111059.28,110892.14,110950.01,103.66863
2025-09-03 03:45:00,110950.01,111129.58,110941.48,111054.01,71.65519
2025-09-03 04:00:00,111054.0,111151.99,110917.45,110917.45,114.98647
2025-09-03 04:15:00,110917.46,111101.0,110836.48,111022.01,72.61598
2025-09-03 04:30:00,111022.02,111091.63,110976.66,111022.16,33.61016
2025-09-03 04:45:00,111022.16,111095.64,110971.69,111020.68,48.05541
2025-09-03 05:00:00,111020.68,111069.48,110860.04,110899.99,72.60092
2025-09-03 05:15:00,110900.0,110919.83,110709.6,110778.55,85.022
2025-09-03 05:30:00,110778.55,110846.65,110737.77,110780.63,83.32039
2025-09-03 05:45:00,110780.62,110794.0,110666.0,110685.57,86.2063
2025-09-03 06:00:00,110685.57,110739.41,110549.8,110700.01,325.08663
2025-09-03 06:15:00,110700.01,110829.15,110651.36,110806.97,67.5399
2025-09-03 06:30:00,110806.98,110879.89,110738.54,110758.86,63.62694
2025-09-03 06:45:00,110758.85,110813.2,110673.63,110724.0,49.71291
2025-09-03 07:00:00,110724.0,110845.34,110573.25,110766.41,105.83549
2025-09-03 07:15:00,110766.41,110779.99,110528.71,110779.99,128.7718
2025-09-03 07:30:00,110780.0,110975.05,110780.0,110942.77,103.00641
2025-09-03 07:45:00,110942.77,111111.11,110921.81,111099.88,99.70202
2025-09-03 08:00:00,111099.87,111270.51,111058.28,111225.99,159.19761
2025-09-03 08:15:00,111225.99,111279.48,111054.0,111115.12,101.15982
2025-09-03 08:30:00,111115.12,111138.37,111009.95,111065.43,50.49319
2025-09-03 08:45:00,111065.44,111076.57,110974.0,111019.99,54.27509
2025-09-03 09:00:00,111019.99,111072.26,110889.29,110914.9,56.90693
2025-09-03 09:15:00,110914.89,111266.11,110914.89,111134.53,100.71029
2025-09-03 09:30:00,111134.54,111241.78,111104.73,111199.99,57.3993
2025-09-03 09:45:00,111199.99,111324.0,111146.26,111312.28,99.96357
2025-09-03 10:00:00,111312.28,111370.96,111170.06,111339.17,78.39089
2025-09-03 10:15:00,111339.17,111491.74,111320.0,111484.72,148.4462
2025-09-03 10:30:00,111484.72,111488.35,111413.18,111456.64,65.97167
2025-09-03 10:45:00,111456.64,111480.08,111318.83,111449.99,84.31758
2025-09-03 11:00:00,111450.0,111708.0,111422.4,111643.17,191.45489
2025-09-03 11:15:00,111643.16,111657.51,111419.17,111500.78,96.82508
2025-09-03 11:30:00,111500.77,111596.0,111388.24,111580.0,106.78026
2025-09-03 11:45:00,111580.0,111580.0,111437.76,111437.77,62.54471
2025-09-03 12:00:00,111437.77,111619.87,111437.77,111466.43,57.38206
2025-09-03 12:15:00,111466.43,111618.29,111455.4,111513.94,49.83253
2025-09-03 12:30:00,111513.94,111858.57,111250.44,111255.98,216.38092
2025-09-03 12:45:00,111255.98,111338.69,111031.61,111112.0,116.52084
2025-09-03 13:00:00,111112.0,111350.0,111065.56,111346.12,104.80183
2025-09-03 13:15:00,111346.12,111477.15,111313.73,111344.56,91.60447
2025-09-03 13:30:00,111344.55,111720.19,111104.01,111673.44,259.1138
2025-09-03 13:45:00,111673.43,111920.7,111311.7,111475.07,407.0513
2025-09-03 14:00:00,111475.08,111847.98,111222.25,111222.26,337.72071
2025-09-03 14:15:00,111222.25,111580.0,111118.43,111443.87,279.67097
2025-09-03 14:30:00,111443.86,112500.0,111443.86,112475.99,493.52293
2025-09-03 14:45:00,112476.0,112498.0,112067.99,112261.37,369.72919
2025-09-03 15:00:00,112261.37,112376.7,112121.58,112121.59,292.77153
2025-09-03 15:15:00,112121.59,112182.6,111910.24,111958.0,159.33764
2025-09-03 15:30:00,111957.99,112322.28,111931.35,112320.01,182.91024
2025-09-03 15:45:00,112320.0,112357.06,112168.65,112222.74,131.65391
2025-09-03 16:00:00,112222.73,112336.0,112081.72,112178.0,104.90107
2025-09-03 16:15:00,112177.99,112178.0,111900.0,111965.99,209.87697
2025-09-03 16:30:00,111965.99,112112.0,111720.2,111733.64,190.97566
2025-09-03 16:45:00,111733.65,111858.66,111686.24,111858.66,98.44306
2025-09-03 17:00:00,111858.65,112400.0,111858.65,112380.33,124.79564
2025-09-03 17:15:00,112380.32,112485.28,112300.0,112448.7,118.04642
2025-09-03 17:30:00,112448.71,112469.79,112261.36,112297.91,179.49092
2025-09-03 17:45:00,112297.92,112575.27,112259.05,112312.64,152.36559
2025-09-03 18:00:00,112312.64,112516.35,112257.4,112382.82,161.58369
2025-09-03 18:15:00,112382.81,112388.0,112121.58,112136.54,139.61657
2025-09-03 18:30:00,112136.53,112136.54,111842.84,111885.48,93.80084
2025-09-03 18:45:00,111885.48,112000.0,111800.0,112000.0,70.80195
2025-09-03 19:00:00,112000.0,112000.0,111815.29,111815.29,68.15424
2025-09-03 19:15:00,111815.3,111947.48,111781.63,111917.7,66.97149
2025-09-03 19:30:00,111917.71,111996.8,111792.5,111859.81,45.96416
2025-09-03 19:45:00,111859.82,112252.33,111842.84,112193.74,131.52046
2025-09-03 20:00:00,112193.74,112250.0,112094.43,112113.69,58.58859
2025-09-03 20:15:00,112113.69,112137.17,112052.1,112127.16,47.31858
2025-09-03 20:30:00,112127.17,112165.92,112080.0,112125.19,52.01533
2025-09-03 20:45:00,112125.19,112211.31,112125.18,112211.31,71.23613
2025-09-03 21:00:00,112211.3,112250.0,112139.37,112139.37,42.18574
2025-09-03 21:15:00,112139.38,112180.0,112045.73,112092.95,40.45813
2025-09-03 21:30:00,112092.96,112107.02,111798.08,111864.95,51.23695
2025-09-03 21:45:00,111864.95,112021.25,111759.5,111989.67,48.40724
2025-09-03 22:00:00,111989.68,112110.11,111980.24,112096.27,63.10427
2025-09-03 22:15:00,112096.27,112150.0,111953.24,111955.62,48.16745
2025-09-03 22:30:00,111955.62,111955.63,111874.46,111919.99,35.56676
2025-09-03 22:45:00,111919.99,111979.99,111839.86,111947.48,30.89616
2025-09-03 23:00:00,111947.47,111980.0,111842.84,111864.67,43.76315
2025-09-03 23:15:00,111864.68,111936.78,111775.21,111808.84,91.63111
2025-09-03 23:30:00,111808.85,111845.05,111613.98,111656.4,75.55028
2025-09-03 23:45:00,111656.41,111750.0,111646.5,111705.71,148.12763
2025-09-04 00:00:00,111705.72,111777.87,111619.86,111730.44,117.4879
2025-09-04 00:15:00,111730.45,112094.64,111672.04,112005.0,118.55811
2025-09-04 00:30:00,112005.0,112144.74,111955.7,112068.0,45.62912
2025-09-04 00:45:00,112067.99,112180.0,112016.0,112065.61,61.7511
2025-09-04 01:00:00,112065.6,112080.0,111700.0,111704.81,89.6422
2025-09-04 01:15:00,111704.81,111795.91,111641.63,111795.9,50.07843
2025-09-04 01:30:00,111795.9,112013.99,111778.55,111891.41,69.64533
2025-09-04 01:45:00,111891.41,111947.48,111800.0,111947.48,42.40561
2025-09-04 02:00:00,111947.48,111980.01,111804.81,111825.12,43.5213
2025-09-04 02:15:00,111825.11,111830.99,111430.45,111430.46,146.12853
2025-09-04 02:30:00,111430.45,111713.66,111406.79,111602.44,112.74189
2025-09-04 02:45:00,111602.45,111656.35,111419.17,111450.15,57.3036
2025-09-04 03:00:00,111450.16,111537.81,111329.86,111480.48,126.08558
2025-09-04 03:15:00,111480.49,111728.57,111319.68,111378.66,142.38227
2025-09-04 03:30:00,111378.66,111398.24,111240.6,111252.01,105.65197
2025-09-04 03:45:00,111252.01,111276.0,111136.0,111148.97,155.74609
2025-09-04 04:00:00,111148.97,111280.0,111114.22,111242.88,101.40743
2025-09-04 04:15:00,111242.87,111318.84,111140.37,111141.99,69.39362
2025-09-04 04:30:00,111141.66,111229.73,111107.0,111133.92,57.39182
2025-09-04 04:45:00,111133.92,111166.68,110917.45,110917.45,104.5374
2025-09-04 05:00:00,110917.46,110922.4,110686.57,110780.0,252.8216
2025-09-04 05:15:00,110780.0,110817.11,110612.09,110801.99,281.01392
2025-09-04 05:30:00,110802.0,110872.0,110569.36,110619.01,402.54797
2025-09-04 05:45:00,110619.0,110693.8,110590.87,110653.07,227.30026
2025-09-04 06:00:00,110653.08,110729.0,110566.41,110662.78,119.6174
2025-09-04 06:15:00,110662.79,110662.79,110384.61,110527.02,143.85399
2025-09-04 06:30:00,110527.02,110527.02,110366.38,110413.73,99.60815
2025-09-04 06:45:00,110413.73,110506.32,110279.68,110393.95,76.6736
2025-09-04 07:00:00,110393.95,110580.31,110359.17,110568.48,132.74727
2025-09-04 07:15:00,110568.48,110642.19,110361.24,110441.24,90.17039
2025-09-04 07:30:00,110441.24,110459.84,110343.72,110369.64,71.46304
2025-09-04 07:45:00,110369.63,110528.72,110369.63,110463.36,63.18018
2025-09-04 08:00:00,110463.36,110717.34,110415.72,110660.57,122.45492
2025-09-04 08:15:00,110660.57,110798.99,110600.03,110796.7,95.18582
2025-09-04 08:30:00,110796.7,110858.6,110642.3,110720.01,88.23243
2025-09-04 08:45:00,110720.01,110720.01,110616.41,110640.97,30.0324
2025-09-04 09:00:00,110640.96,110856.63,110640.96,110831.99,62.86574
2025-09-04 09:15:00,110832.0,110851.29,110780.0,110808.36,64.73732
2025-09-04 09:30:00,110808.36,110853.26,110761.92,110780.31,45.49273
2025-09-04 09:45:00,110780.32,110815.05,110736.34,110815.04,42.13799
2025-09-04 10:00:00,110815.05,111154.93,110772.34,111018.91,116.7647
2025-09-04 10:15:00,111018.92,111037.37,110880.0,110880.86,64.9725
2025-09-04 10:30:00,110880.85,111017.8,110866.35,110920.22,65.32282
2025-09-04 10:45:00,110920.22,110929.14,110628.85,110628.86,71.51502
2025-09-04 11:00:00,110628.86,110976.75,110546.48,110976.75,142.99732
2025-09-04 11:15:00,110976.75,111054.69,110799.12,110912.25,98.94319
2025-09-04 11:30:00,110912.26,110995.33,110896.01,110982.0,37.38998
2025-09-04 11:45:00,110982.01,111011.1,110800.0,110810.0,101.95638
2025-09-04 12:00:00,110810.0,111017.8,110768.33,111017.8,79.72919
2025-09-04 12:15:00,111017.8,111123.99,110848.81,110899.99,89.29399
2025-09-04 12:30:00,110899.99,111029.44,110532.73,110621.64,179.39596
2025-09-04 12:45:00,110621.63,110977.59,110621.63,110933.94,83.77263
2025-09-04 13:00:00,110933.94,110970.0,110771.84,110771.85,64.87074
2025-09-04 13:15:00,110771.85,110917.46,110707.05,110775.18,119.34033
2025-09-04 13:30:00,110775.17,110884.92,110431.26,110576.35,188.09315
2025-09-04 13:45:00,110576.35,110600.65,110217.13,110464.0,230.04708
2025-09-04 14:00:00,110463.99,110523.98,109730.91,109810.2,509.54148
2025-09-04 14:15:00,109810.2,110028.0,109705.48,109946.28,259.87928
2025-09-04 14:30:00,109946.28,110219.99,109904.0,110100.82,185.92611
2025-09-04 14:45:00,110100.82,110190.85,109839.74,109842.01,151.88255
2025-09-04 15:00:00,109842.01,109862.94,109400.0,109460.0,412.95116
2025-09-04 15:15:00,109460.0,109591.89,109329.12,109514.04,249.31701
2025-09-04 15:30:00,109514.04,109580.0,109373.61,109456.02,141.29853
2025-09-04 15:45:00,109456.02,109649.5,109452.44,109510.31,112.61143
2025-09-04 16:00:00,109510.32,109688.0,109450.0,109644.94,154.87654
2025-09-04 16:15:00,109644.93,109660.0,109400.02,109409.85,149.57123
2025-09-04 16:30:00,109409.85,109591.73,109363.26,109457.62,166.36652
2025-09-04 16:45:00,109457.62,109524.0,109412.28,109438.34,169.92565
2025-09-04 17:00:00,109438.35,109745.74,109428.98,109673.51,221.6024
2025-09-04 17:15:00,109673.5,109892.5,109673.5,109806.01,145.31479
2025-09-04 17:30:00,109806.02,109827.81,109627.41,109627.41,64.77432
2025-09-04 17:45:00,109627.42,109914.01,109612.97,109786.48,63.81017
2025-09-04 18:00:00,109786.48,110218.39,109786.47,110120.54,238.41494
2025-09-04 18:15:00,110120.55,110175.66,109820.0,109907.82,180.5472
2025-09-04 18:30:00,109907.82,110157.36,109699.15,110041.41,149.2068
2025-09-04 18:45:00,110041.41,110145.56,109944.0,109977.0,52.40299
2025-09-04 19:00:00,109977.0,110113.19,109944.0,110077.88,67.79037
2025-09-04 19:15:00,110077.87,110089.57,109914.0,109999.98,52.01488
2025-09-04 19:30:00,109999.98,110042.1,109800.0,109897.0,148.5457
2025-09-04 19:45:00,109896.17,109917.51,109713.31,109799.99,99.47045
2025-09-04 20:00:00,109800.0,110215.05,109755.59,110170.51,116.97586
2025-09-04 20:15:00,110170.52,110409.46,110095.59,110358.12,100.4109
2025-09-04 20:30:00,110358.11,110365.44,110264.66,110302.26,63.41283
2025-09-04 20:45:00,110302.26,110408.02,110269.46,110408.02,115.83405
2025-09-04 21:00:00,110408.01,110475.41,110344.17,110344.17,64.38485
2025-09-04 21:15:00,110344.17,110452.07,110328.96,110419.99,47.29292
2025-09-04 21:30:00,110419.99,110487.77,110401.45,110487.77,24.41047
2025-09-04 21:45:00,110487.77,110545.44,110422.37,110500.0,40.61222
2025-09-04 22:00:00,110500.01,110585.03,110484.95,110552.0,61.60809
2025-09-04 22:15:00,110552.0,110896.9,110526.6,110823.61,127.48318
2025-09-04 22:30:00,110823.6,110958.25,110760.0,110760.0,119.65072
2025-09-04 22:45:00,110760.0,111588.66,110738.7,111490.73,361.09637
2025-09-04 23:00:00,111490.74,111765.31,111345.18,111412.63,410.79599
2025-09-04 23:15:00,111412.63,111439.0,111118.14,111118.15,141.94848
2025-09-04 23:30:00,111118.15,111131.52,110769.23,110814.46,100.1288
2025-09-04 23:45:00,110814.45,110837.02,110605.72,110730.87,95.01573
2025-09-05 00:00:00,110730.87,110806.02,110532.45,110653.66,163.63573
2025-09-05 00:15:00,110653.66,110774.13,110584.61,110695.71,111.57903
2025-09-05 00:30:00,110695.72,110929.3,110641.28,110730.69,97.53131
2025-09-05 00:45:00,110730.7,110730.7,110435.75,110451.62,84.47566
2025-09-05 01:00:00,110451.63,110653.39,110451.63,110592.81,76.6556
2025-09-05 01:15:00,110592.8,110883.95,110506.85,110800.77,108.39111
2025-09-05 01:30:00,110800.77,111017.8,110788.0,111017.8,79.13809
2025-09-05 01:45:00,111017.8,111136.0,110930.11,111121.51,72.56152
2025-09-05 02:00:00,111121.51,111446.49,111040.79,111297.0,162.27303
2025-09-05 02:15:00,111297.01,111458.09,111100.0,111302.68,174.01604
2025-09-05 02:30:00,111302.68,111454.19,111234.74,111355.06,145.08397
2025-09-05 02:45:00,111355.07,111482.09,111340.64,111340.65,125.47964
2025-09-05 03:00:00,111340.64,111340.65,111159.22,111165.06,65.76823
2025-09-05 03:15:00,111165.06,111275.79,111118.14,111131.15,71.29128
2025-09-05 03:30:00,111131.15,111131.16,111131.15,111131.16,0.96487
